order_date,expected_delivery_date,customer_id,product_id,order_qty,order_amount,status,,,
20231108,20231127,00667,00001-A010144,20.000000,0.0000,R,,,
20231108,20231128,00113,00001-A011676,25.000000,0.0000,F,,,
20231110,20231121,00399,00001-A011728,50.000000,2450000.0000,R,,,
20231110,20231121,00399,00001-A011729,30.000000,4110000.0000,R,,,
20231110,20231124,00113,00001-A011838,10.000000,845000.0000,F,,,
20231113,20231120,02126,00001-A011473,10.000000,6265000.0000,R,,,
20231114,20231120,02126,00001-A011472,12.000000,550800.0000,R,,,
20231116,20231123,01650,01016-D010371,1.000000,3900.0000,R,,,
20231116,20231123,01650,01016-D010399,1.000000,7700.0000,R,,,
20231116,20231130,00620,01016-D010119,8.000000,800.0000,R,,,
20231116,20231208,00113,00001-A011395,50.000000,9235000.0000,F,,,
20231116,20231208,00113,01016-D010467,50.000000,140000.0000,F,,,
20231117,20231124,02182,00001-A013390,30.000000,0.0000,R,,,
20231117,20231124,03663,01016-D013696,2.000000,0.4000,R,,,
20231117,20231127,03663,00001-A013016,8.000000,1854.0800,R,,,
20231117,20231127,03663,00001-A013187,8.000000,45260.8000,R,,,
20231117,20231129,00979,01016-D012171,60.000000,180000.0000,P,,,
20231117,20231207,00113,00001-A011033,5.000000,66000.0000,F,,,
20231120,20231128,01012,01016-D010416,160.000000,643200.0000,P,,,
20231120,20231128,01012,01016-D010727,200.000000,38240.0000,P,,,
20231120,20231129,02384,01016-D010162,60.000000,102600.0000,R,,,
20231120,20231129,02384,01016-D010284,50.000000,52000.0000,R,,,
20231120,20231129,02384,01016-D011045,30.000000,48000.0000,R,,,
20231120,20231130,00113,00001-A010360,7.000000,1246700.0000,F,,,
20231120,20231130,01480,00001-A010042,4.000000,49200.0000,R,,,
20231120,20231207,02182,00001-A011142,10.000000,402050.0000,F,,,
20231120,20231208,00113,00001-A012584,24.000000,604800.0000,R,,,
20231120,20231230,01746,01016-D040012,3.000000,16800.0000,R,,,
20231121,20231127,00620,00001-A010477,1.000000,14500.0000,R,,,
20231121,20231208,00113,01016-D010113,10.000000,0.0000,R,,,
20231121,20231209,00113,01016-D011525,50.000000,0.0000,R,,,
20231121,20231212,00113,00001-A011979,60.000000,7650000.0000,F,,,
20231122,20231128,03811,01016-D013385,2.000000,196000.0000,R,,,
20231122,20231129,01137,01016-D010254,8.000000,2880.0000,R,,,
20231122,20231201,00620,01016-D013020,50.000000,105000.0000,F,,,
20231122,20231204,01889,01016-D013075,10.000000,0.0000,R,,,
20231122,20231208,02126,00001-A011413,6.000000,1198200.0000,R,,,
20231122,20231208,02126,01016-D010553,1.000000,14900.0000,R,,,
20231122,20231213,00113,00001-A012025,10.000000,1343000.0000,F,,,
20231122,20231220,00111,00001-A020040,50.000000,13300000.0000,R,,,
20231123,20231130,00113,01016-D010118,20.000000,7000.0000,R,,,
20231123,20231207,00101,01016-D010046,0.000000,0.0000,R,,,
20231123,20231207,00113,01016-D013696,60.000000,0.0000,F,,,
20231123,20231208,00827,01016-D010608,1.000000,100.0000,R,,,
20231123,20231222,00667,01016-D010250,20.000000,0.0000,R,,,
20231123,20231222,00667,01016-D010718,90.000000,0.0000,R,,,
20231123,20231222,00667,01016-D010933,330.000000,0.0000,R,,,
20231124,20231201,01012,01016-D010404,1.000000,7400.0000,R,,,
20231124,20231208,00296,01016-D010124,3.000000,900.0000,R,,,
20231124,20231208,01992,01016-D010807,100.000000,10000.0000,R,,,
20231124,20231212,02182,00001-A013315,120.000000,1915200.0000,F,,,
20231124,20231213,02382,01016-D010540,2.000000,26800.0000,R,,,
20231127,20231201,02752,01016-D010544,6.000000,97200.0000,R,,,
20231127,20231201,02752,01016-D013735,2.000000,170200.0000,R,,,
20231127,20231204,02226,01016-D010411,30.000000,261000.0000,R,,,
20231127,20231208,02379,00001-A012735,48.000000,1372800.0000,F,,,
20231106,20231116,02379,00001-A012737,10.000000,0.0000,R,,,
20231106,20231120,02976,00001-A010281,3.000000,0.0000,R,,,
20231108,20231127,00667,00001-A020032,10.000000,0.0000,R,,,
20231108,20231128,00113,00001-A011676,5.000000,0.0000,R,,,
20231110,20231121,00399,01016-D010725,30.000000,5700.0000,R,,,
20231113,20231120,02126,00001-A013846,5.000000,682000.0000,R,,,
20231113,20231122,00113,00001-A010038,40.000000,232000.0000,F,,,
20231113,20231122,00113,00001-A010699,10.000000,5175000.0000,P,,,
20231113,20231124,00113,00001-A010141,10.000000,1384000.0000,F,,,
20231113,20231130,00113,01016-D011037,20.000000,52000.0000,F,,,
20231114,20231117,01746,01016-D013664,10.000000,3000.0000,R,,,
20231114,20231127,01889,01016-D010452,35.000000,40530.0000,R,,,
20231114,20231130,00113,01016-D010504,100.000000,540000.0000,F,,,
20231114,20231130,02126,00001-A011483,4.000000,1113600.0000,R,,,
20231115,20231127,00667,00001-A010437,110.000000,1476750.0000,R,,,
20231116,20231123,01650,01016-D010264,2.000000,620.0000,R,,,
20231116,20231123,01650,01016-D010296,1.000000,750.0000,R,,,
20231116,20231129,01889,01016-D010682,8.000000,0.0000,R,,,
20231116,20231208,00113,00001-A010848,50.000000,135000.0000,F,,,
20231116,20231208,00113,00001-A011138,130.000000,5759000.0000,P,,,
20231116,20231208,00113,00001-A011139,50.000000,1650000.0000,F,,,
20231117,20231124,00113,00001-A011917,6.000000,0.0000,R,,,
20231117,20231124,03620,01016-D010077,1.000000,311.0000,R,,,
20231117,20231129,02976,00001-A010102,2.000000,90046.0000,R,,,
20231117,20231129,02976,00001-A010139,2.000000,329712.0000,R,,,
20231117,20231130,00110,00001-A010847,20.000000,850000.0000,R,,,
20231117,20231130,00823,01016-D040008,10.000000,0.0000,R,,,
20231117,20231207,00113,00001-A011064,290.000000,0.0000,P,,,
20231117,20231207,00113,00001-A012076,35.000000,4956000.0000,F,,,
20231120,20231127,02226,01016-D010296,30.000000,612000.0000,F,,,
20231120,20231128,00620,01016-D010137,30.000000,7500.0000,R,,,
20231120,20231128,00620,01016-D040009,32.000000,486400.0000,F,,,
20231120,20231130,01480,00001-A010074,24.000000,249600.0000,R,,,
20231120,20231208,00113,01016-D010486,10.000000,0.0000,R,,,
20231120,20231222,01746,00001-A013340,4.000000,56000.0000,R,,,
20231120,20231222,01746,00001-A013342,4.000000,695200.0000,R,,,
20231121,20231124,02182,00001-A011173,2.000000,0.0000,R,,,
20231121,20231205,00667,00001-A011395,11.000000,0.0000,R,,,
20231121,20231207,00113,01016-D013334,20.000000,0.0000,R,,,
20231121,20231209,00113,01016-D010531,50.000000,0.0000,R,,,
20231121,20231212,00113,00001-A010806,100.000000,600000.0000,P,,,
20231121,20231212,00113,00001-A010843,80.000000,320000.0000,P,,,
20231121,20231212,00113,00001-A013038,30.000000,11802000.0000,F,,,
20231122,20231124,00108,00001-A190288,10.000000,0.0000,R,,,
20231122,20231124,01137,01016-D010337,8.000000,10400.0000,R,,,
20231122,20231124,01137,01016-D010473,2.000000,5200.0000,R,,,
20231122,20231124,01137,01016-D010746,4.000000,1680.0000,R,,,
20231122,20231124,01137,01016-D013724,2.000000,537000.0000,R,,,
20231122,20231129,01137,01016-D010746,16.000000,6720.0000,R,,,
20231122,20231130,00111,01016-D013654,50.000000,0.0000,R,,,
20231122,20231130,02382,01016-D010360,12.000000,38400.0000,R,,,
20231122,20231130,02382,01016-D010540,2.000000,26800.0000,R,,,
20231122,20231130,02382,01016-D013726,1.000000,180000.0000,R,,,
20231122,20231201,00620,01016-D010694,50.000000,70000.0000,F,,,
20231122,20231201,00620,01016-D011639,50.000000,120000.0000,P,,,
20231122,20231201,01889,01016-D010052,10.000000,950.0000,R,,,
20231122,20231208,02126,00001-A011916,6.000000,648000.0000,R,,,
20231122,20231220,00111,01016-D010698,50.000000,890000.0000,R,,,
20231110,20231117,00620,01016-D010264,10.000000,3800.0000,P,,,
20231110,20231121,00399,01016-D012745,30.000000,235200.0000,R,,,
20231113,20231120,00108,00001-A010397,50.000000,0.0000,R,,,
20231113,20231122,00113,00001-A010137,100.000000,5180000.0000,F,,,
20231113,20231124,00113,01016-D010621,50.000000,115000.0000,F,,,
20231114,20231130,02126,00001-A011480,2.000000,737800.0000,R,,,
20231114,20231130,02126,00001-A011481,2.000000,211000.0000,R,,,
20231114,20231130,02126,00001-A011486,6.000000,855600.0000,R,,,
20231114,20231130,02126,00001-A011487,4.000000,1372000.0000,R,,,
20231114,20231130,02126,00001-A011489,2.000000,9000.0000,R,,,
20231114,20231205,02182,00001-A010665,6.000000,0.0000,R,,,
20231116,20231123,01650,01016-D010040,10.000000,2000.0000,R,,,
20231116,20231123,01650,01016-D010149,2.000000,680.0000,R,,,
20231116,20231123,01650,01016-D010187,1.000000,1000.0000,R,,,
20231116,20231123,01650,01016-D010276,1.000000,500.0000,R,,,
20231116,20231123,01650,01016-D010413,1.000000,9300.0000,R,,,
20231116,20231123,01885,01016-D010126,100.000000,14500.0000,R,,,
20231116,20231123,01885,01016-D010421,100.000000,816000.0000,R,,,
20231116,20231130,00620,01016-D010337,8.000000,16000.0000,F,,,
20231116,20231208,00113,01016-D040150,50.000000,50000.0000,F,,,
20231117,20231117,00113,01016-D010258,20.000000,0.0000,R,,,
20231117,20231117,00113,01016-D010260,11.000000,0.0000,R,,,
20231117,20231117,00113,01016-D010262,15.000000,0.0000,R,,,
20231117,20231117,00113,01016-D010263,20.000000,0.0000,R,,,
20231117,20231124,03620,01016-D010116,1.000000,95.0000,R,,,
20231117,20231124,03663,01016-D010119,5.000000,3.0000,R,,,
20231117,20231124,03663,01016-D010260,5.000000,6.7500,R,,,
20231117,20231124,03663,01016-D011499,2.000000,0.3600,R,,,
20231117,20231127,03663,00001-A012736,8.000000,380.1600,R,,,
20231117,20231129,02976,00001-A010032,2.000000,18762.0000,R,,,
20231117,20231129,02976,00001-A010123,2.000000,190414.0000,R,,,
20231117,20231207,00113,00001-A012120,100.000000,2280000.0000,F,,,
20231117,20231207,00113,01016-D011048,2.000000,39600.0000,R,,,
20231117,20231215,00823,01016-D011843,30.000000,148500.0000,F,,,
20231117,20231215,00823,02748-D090007,14.000000,0.0000,R,,,
20231120,20231127,02226,01016-D010407,30.000000,7290000.0000,P,,,
20231120,20231128,00823,00001-A010154,20.000000,766.4000,R,,,
20231120,20231128,01012,01016-D010839,100.000000,172800.0000,P,,,
20231120,20231128,01012,01016-D013507,30.000000,51120.0000,P,,,
20231120,20231128,01889,01016-D010121,30.000000,3300.0000,R,,,
20231120,20231130,00113,00001-A010346,10.000000,667000.0000,F,,,
20231120,20231130,01480,00001-A010119,4.000000,379600.0000,R,,,
20231120,20231130,01480,00001-A010130,4.000000,536400.0000,R,,,
20231120,20231201,00178,01016-D011526,4.000000,760000.0000,F,,,
20231120,20231208,00113,00001-A012849,10.000000,870000.0000,R,,,
20231120,20231208,00113,01016-D010504,50.000000,270000.0000,F,,,
20231120,20231222,01746,00001-A013339,4.000000,743600.0000,R,,,
20231121,20231207,00113,01016-D010058,20.000000,0.0000,R,,,
20231121,20231209,00113,01016-D010532,50.000000,0.0000,R,,,
20231121,20231212,00113,00001-A010039,350.000000,4025000.0000,F,,,
20231121,20231212,00113,00001-A010647,50.000000,4410800.0000,F,,,
20231121,20231212,00113,00001-A011623,240.000000,18120000.0000,F,,,
20231122,20231124,01137,01016-D010351,8.000000,13440.0000,R,,,
20231122,20231130,00111,01016-D011455,50.000000,0.0000,R,,,
20231122,20231201,00620,00001-A010366,80.000000,2188000.0000,P,,,
20231122,20231201,00620,01016-D012616,50.000000,725000.0000,P,,,
20231122,20231205,00979,01016-D010334,12.000000,19800.0000,R,,,
20231122,20231208,00668,01016-D010965,79.000000,1390400.0000,R,,,
20231108,20231115,00113,00001-A010176,100.000000,200000.0000,P,,,
20231108,20231127,00667,00001-A012934,20.000000,0.0000,R,,,
20231109,20231130,01746,00001-A013319,6.000000,0.0000,R,,,
20231109,20231130,01746,00001-A013322,2.000000,0.0000,R,,,
20231113,20231120,00108,00001-A020088,30.000000,0.0000,R,,,
20231113,20231122,00333,01016-D010296,50.000000,90000.0000,R,,,
20231113,20231124,00113,00001-A013049,60.000000,1248000.0000,F,,,
20231113,20231124,01889,01016-D010452,10.000000,12640.0000,R,,,
20231113,20231127,00113,01016-D011294,36.000000,1774800.0000,F,,,
20231114,20231130,00113,00001-A012285,15.000000,60000.0000,F,,,
20231115,20231121,00137,01016-D010047,4.000000,600.0000,R,,,
20231116,20231123,01650,01016-D010161,1.000000,470.0000,R,,,
20231116,20231123,01650,01016-D010374,3.000000,12300.0000,R,,,
20231116,20231123,01650,01016-D010536,1.000000,12400.0000,R,,,
20231116,20231123,03204,01016-D010469,50.000000,145000.0000,R,,,
20231116,20231129,01889,01016-D010052,10.000000,0.0000,R,,,
20231116,20231130,00113,00001-A011719,20.000000,400000.0000,F,,,
20231116,20231208,00113,00001-A012324,50.000000,9020000.0000,F,,,
20231116,20231208,00113,01016-D010548,45.000000,481500.0000,F,,,
20231117,20231117,00113,01016-D010264,17.000000,0.0000,R,,,
20231117,20231127,03663,00001-A012738,8.000000,46586.2400,R,,,
20231117,20231129,02976,00001-A010037,10.000000,130370.0000,R,,,
20231117,20231207,00113,00001-A011039,5.000000,201000.0000,F,,,
20231120,20231122,00108,00001-A190001,234.000000,0.0000,R,,,
20231120,20231129,02384,00001-A011411,10.000000,65700.0000,R,,,
20231120,20231129,02384,00001-A012400,20.000000,185000.0000,R,,,
20231120,20231129,02384,01016-D010292,50.000000,75000.0000,R,,,
20231120,20231130,00296,01016-D010198,50.000000,100000.0000,R,,,
20231120,20231130,01480,00001-A013786,4.000000,109600.0000,R,,,
20231120,20231208,00113,01016-D010493,100.000000,440000.0000,F,,,
20231120,20231222,01746,00001-A013335,4.000000,23200.0000,R,,,
20231120,20231222,01746,00001-A013337,20.000000,754000.0000,R,,,
20231120,20231222,01746,00001-A013341,4.000000,35200.0000,R,,,
20231121,20231124,02226,01016-D010121,100.000000,14000.0000,R,,,
20231121,20231204,00400,00001-A011728,10.000000,519000.0000,F,,,
20231121,20231205,00667,00001-A010310,220.000000,0.0000,R,,,
20231121,20231205,00667,00692-D090001,165.000000,0.0000,R,,,
20231121,20231207,00113,01016-D011665,20.000000,0.0000,R,,,
20231121,20231212,00113,00001-A011067,110.000000,19723000.0000,R,,,
20231121,20231212,00113,00001-A011307,210.000000,30849000.0000,P,,,
20231122,20231130,00668,01016-D010609,1.000000,242000.0000,R,,,
20231122,20231130,02382,01016-D013728,1.000000,63000.0000,R,,,
20231122,20231201,00620,00001-A011428,60.000000,1908000.0000,F,,,
20231122,20231201,01012,01016-D010968,10.000000,154300.0000,F,,,
20231122,20231205,00979,01016-D010855,20.000000,30000.0000,R,,,
20231122,20231208,02126,00001-A011471,6.000000,1233600.0000,R,,,
20231122,20231208,02126,00001-A011489,6.000000,27000.0000,R,,,
20231122,20231208,02126,01016-D010126,48.000000,7200.0000,R,,,
20231122,20231208,02126,01016-D010413,4.000000,23600.0000,R,,,
20231123,20231209,00113,01016-D010045,30.000000,0.0000,P,,,
20231123,20231222,00667,00001-A010039,160.000000,0.0000,R,,,
20231123,20231222,00667,00001-A010144,25.000000,0.0000,R,,,
20231123,20231222,00667,00001-A010149,160.000000,0.0000,R,,,
20231123,20231222,00667,00001-A010178,55.000000,0.0000,R,,,
20231123,20231222,00667,00001-A010877,110.000000,0.0000,R,,,
20231123,20231222,00667,00001-A011172,35.000000,0.0000,R,,,
20231123,20231222,00667,01016-D010675,15.000000,0.0000,R,,,
20231124,20231124,00979,00001-A011873,72.000000,316800.0000,R,,,
20231106,20231117,02182,00001-A012041,6.000000,0.0000,P,,,
20231108,20231128,00113,00001-A020026,5.000000,0.0000,R,,,
20231109,20231130,01746,00001-A013323,2.000000,0.0000,R,,,
20231110,20231121,00399,01016-D010686,50.000000,58000.0000,R,,,
20231113,20231122,00113,00001-A010078,10.000000,56500.0000,F,,,
20231113,20231122,00113,00001-A010137,200.000000,10360000.0000,P,,,
20231113,20231122,00113,00001-A010147,50.000000,4395000.0000,F,,,
20231113,20231122,00333,00001-A010225,30.000000,349200.0000,R,,,
20231113,20231122,00823,00001-A010270,10.000000,952070.0000,R,,,
20231113,20231124,00113,00001-A011669,70.000000,441000.0000,F,,,
20231113,20231206,02118,00001-A020002,5.000000,0.0000,R,,,
20231114,20231124,02078,00001-A012914,4.000000,126400.0000,R,,,
20231114,20231130,02126,00001-A011482,6.000000,1747800.0000,R,,,
20231114,20231130,02126,00001-A011485,2.000000,13600.0000,R,,,
20231115,20231121,00137,01016-D010040,60.000000,6000.0000,R,,,
20231115,20231127,02379,00001-A013202,2.000000,161000.0000,R,,,
20231115,20231208,01003,00001-A010925,85.000000,1700000.0000,R,,,
20231116,20231123,01650,01016-D010179,2.000000,1540.0000,R,,,
20231116,20231123,01650,01016-D010299,1.000000,760.0000,R,,,
20231116,20231123,01885,01016-D011499,100.000000,50000.0000,R,,,
20231116,20231130,00823,02748-D090007,20.000000,0.0000,R,,,
20231117,20231117,00113,01016-D010261,13.000000,0.0000,R,,,
20231117,20231124,00620,01016-D010179,36.000000,30240.0000,F,,,
20231117,20231124,03663,01016-D010434,5.000000,16.2500,R,,,
20231117,20231127,03663,00001-A013062,8.000000,4964.4800,R,,,
20231117,20231129,01746,00001-A012768,6.000000,756000.0000,R,,,
20231117,20231129,02976,00001-A010034,4.000000,41364.0000,R,,,
20231117,20231130,00113,00692-D090002,2500.000000,13750000.0000,R,,,
20231117,20231207,00113,00001-A010048,150.000000,0.0000,F,,,
20231117,20231207,00113,00001-A011308,350.000000,51415000.0000,R,,,
20231117,20231207,00113,01016-D010322,60.000000,102000.0000,P,,,
20231117,20231207,00113,01016-D010503,400.000000,0.0000,P,,,
20231117,20231207,00113,01016-D010924,310.000000,0.0000,P,,,
20231120,20231127,02226,01016-D010111,40.000000,176000.0000,P,,,
20231120,20231128,01889,01016-D010052,10.000000,1030.0000,R,,,
20231120,20231128,01889,01016-D010473,30.000000,59280.0000,R,,,
20231120,20231129,02384,01016-D010287,30.000000,45600.0000,R,,,
20231120,20231129,02384,01016-D010350,30.000000,132000.0000,R,,,
20231120,20231130,02379,00001-A012733,8.000000,1344000.0000,R,,,
20231120,20231204,01376,00001-A013852,800.000000,55200000.0000,R,,,
20231120,20231208,00113,01016-D010455,100.000000,160000.0000,F,,,
20231120,20231222,01746,00001-A013329,8.000000,70400.0000,R,,,
20231121,20231128,00111,00001-A011821,1.000000,10800.0000,R,,,
20231121,20231204,00400,00001-A011727,10.000000,1160000.0000,F,,,
20231121,20231212,00113,00001-A010521,10.000000,324000.0000,R,,,
20231121,20231212,00113,01016-D010376,30.000000,108000.0000,F,,,
20231122,20231122,00667,01016-D010601,1.000000,32593.0000,R,,,
20231122,20231129,01137,01016-D012452,18.000000,1260000.0000,R,,,
20231122,20231130,00111,01016-D010533,50.000000,0.0000,R,,,
20231122,20231130,00111,01016-D013332,50.000000,0.0000,R,,,
20231122,20231130,00620,01016-D010021,3.000000,837000.0000,F,,,
20231122,20231205,00979,01016-D010458,5.000000,8500.0000,R,,,
20231122,20231205,00979,01016-D010861,44.000000,57200.0000,R,,,
20231122,20231208,02126,00001-A011465,6.000000,260400.0000,R,,,
20231122,20231208,02126,01016-D010374,4.000000,10800.0000,R,,,
20231122,20231208,02126,01016-D010542,1.000000,9400.0000,R,,,
20231123,20231130,00113,01016-D012876,12.000000,6840.0000,F,,,
20231123,20231206,00979,01016-D012206,24.000000,6096000.0000,F,,,
20231106,20231116,02379,00001-A012734,10.000000,0.0000,R,,,
20231108,20231115,00113,00001-A010171,100.000000,100000.0000,P,,,
20231108,20231127,00667,00001-A010141,10.000000,0.0000,R,,,
20231108,20231127,00667,00001-A012937,20.000000,0.0000,R,,,
20231108,20231127,00667,00001-A020084,20.000000,0.0000,R,,,
20231109,20231130,01746,00001-A013321,2.000000,0.0000,R,,,
20231113,20231120,00108,00001-A010399,30.000000,0.0000,R,,,
20231113,20231120,00113,00001-A011858,10.000000,234000.0000,F,,,
20231113,20231124,00113,00001-A010674,30.000000,1263000.0000,F,,,
20231113,20231124,01889,01016-D010682,3.000000,97200.0000,R,,,
20231114,20231124,00113,00001-A010889,20.000000,10578000.0000,F,,,
20231114,20231130,02126,00001-A011409,6.000000,81600.0000,R,,,
20231116,20231123,01650,01016-D010141,2.000000,520.0000,R,,,
20231116,20231123,01650,01016-D010254,2.000000,1000.0000,R,,,
20231116,20231123,03204,01016-D010441,100.000000,120000.0000,R,,,
20231116,20231130,00620,01016-D040016,50.000000,2860000.0000,F,,,
20231117,20231124,03663,01016-D010033,2.000000,0.3200,R,,,
20231117,20231124,03663,01016-D010072,2.000000,1.2000,R,,,
20231117,20231124,03663,01016-D010538,5.000000,334.5000,R,,,
20231117,20231130,00113,01016-D010376,15.000000,54000.0000,F,,,
20231117,20231130,00823,01016-D040021,10.000000,0.0000,R,,,
20231117,20231207,00113,00001-A011043,100.000000,0.0000,P,,,
20231120,20231127,02976,00001-A012076,6.000000,0.0000,F,,,
20231120,20231130,00296,01016-D010525,20.000000,210000.0000,F,,,
20231120,20231130,01480,00001-A010092,8.000000,242400.0000,R,,,
20231120,20231130,02379,00001-A012980,8.000000,582400.0000,R,,,
20231120,20231222,01746,00001-A013330,4.000000,41200.0000,R,,,
20231120,20231222,01746,00001-A013333,4.000000,888800.0000,R,,,
20231120,20231222,01746,00001-A013338,4.000000,317600.0000,R,,,
20231121,20231130,00113,01016-D010580,80.000000,0.0000,P,,,
20231121,20231130,00113,01016-D013214,80.000000,0.0000,P,,,
20231121,20231209,00113,01016-D012586,50.000000,0.0000,R,,,
20231121,20231212,00113,00001-A010222,40.000000,188000.0000,F,,,
20231121,20231212,00113,00001-A011038,10.000000,172000.0000,P,,,
20231121,20231212,00113,00001-A011253,10.000000,164000.0000,R,,,
20231122,20231127,00108,00001-A011797,1.000000,0.0000,R,,,
20231122,20231129,01137,01016-D010299,28.000000,17640.0000,R,,,
20231122,20231130,00620,01016-D011368,2.000000,188600.0000,F,,,
20231122,20231204,01741,01016-D011418,2.000000,6.0400,R,,,
20231122,20231204,01741,01016-D012448,5.000000,13.6000,R,,,
20231122,20231204,01889,01016-D010452,5.000000,5790.0000,R,,,
20231122,20231204,02976,00001-A012773,13.000000,0.0000,R,,,
20231122,20231204,02980,01016-D010364,4.000000,16000.0000,R,,,
20231122,20231208,02126,00001-A011244,3.000000,91200.0000,R,,,
20231122,20231208,02126,01016-D010326,4.000000,4400.0000,R,,,
20231122,20231214,00113,01016-D010447,500.000000,600000.0000,F,,,
20231123,20231130,00113,01016-D012879,30.000000,15600.0000,R,,,
20231123,20231130,00113,01016-D012889,30.000000,30000.0000,P,,,
20231123,20231208,00827,01016-D010523,1.000000,5900.0000,R,,,
20231123,20231222,00667,00001-A011030,35.000000,0.0000,R,,,
20231124,20231207,00113,00001-A011920,8.000000,51600.0000,F,,,
20231124,20231207,00113,00001-A012693,16.000000,369120.0000,F,,,
20231124,20231207,00113,00001-A013275,8.000000,36880.0000,P,,,
20231124,20231207,00113,01016-D090062,8.000000,81600.0000,R,,,
20231124,20231208,00296,01016-D010049,1.000000,200.0000,R,,,
20231124,20231208,00296,01016-D010127,2.000000,600.0000,R,,,
20231124,20231208,00296,01016-D010158,1.000000,900.0000,R,,,
20231124,20231208,00296,01016-D010169,2.000000,2800.0000,R,,,
20231106,20231117,02182,00001-A012099,10.000000,0.0000,R,,,
20231106,20231120,02976,00001-A010306,4.000000,0.0000,R,,,
20231109,20231130,01746,00001-A013325,2.000000,0.0000,R,,,
20231110,20231116,00620,00001-A012077,50.000000,3275000.0000,F,,,
20231110,20231121,00399,01016-D012780,30.000000,159600.0000,R,,,
